id,title,artist,chart_date,chords
690,Queen Of Hearts,Juice Newton,1981-07-04,V|IV|I|V|I|IV|V|I|IV|V|I|IV|I|IV|V|IV|I|V|I|IV|V|I|IV|V|I|V|IV|I|V|I|IV|V|I|IV|V|I|IV|I|IV|V|IV|I|V|I|IV|V|I|IV|V|I|V|IV|I|V|I|IV|V|I|IV|V|I|V|IV|I|V|I|IV|V|I|IV|V|I|IV|V|I|IV|I|IV|V|IV|I|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|V|IV|I|V|I|IV|V|I|IV|V|I|V|IV|I|V|IV|I|V|IV|I|V|IV|I|V|IV|I|V|IV|I|V|IV|I|V|IV|I|V|IV|I|V|IV|I
692,Fever,Rita Coolidge,1973-01-27,i|V|i|VI|V|i|V|i|V|i|VI|V|i|V|i|VI|V|i|V|i|VI|V|i|V|i|VI|V|i|V|i|VI|V|i|V|i|VI|V|i|V|i|VI|V|i|V|i|VI|V|i|V|i|VI|V|i|V|i|VI|V|i
720,Rocky Mountain High,John Denver,1972-12-23,I|ii|IV|I|ii|IV|I|ii|IV|I|ii|IV|I|ii|IV|I|ii|IV|I|ii|IV|I|ii|IV|I|ii|IV|I|ii|IV|V|I|IV|V|I|IV|V|I|IV|I|ii|IV|I|ii|IV|I|ii|IV|I|ii|IV|I|ii|IV|I|ii|IV|I|ii|IV|I|ii|IV|I|ii|IV|I|ii|IV|V|I|IV|V|I|IV|V|I|IV|I|ii|IV|I|ii|IV|I|ii|IV|I|ii|IV|I|ii|IV|I|ii|IV|V|I|IV|V|I|IV|V|I|IV|I|IV|V|I|IV|V|I|IV|V|I|IV|I|ii|IV|I|ii|IV|I|ii|IV|I|ii|IV|I|ii|IV|I|ii|IV
723,Maybe Tomorrow,Badfinger,1969-03-15,I|vi|ii|bVII|V|I|vi|ii|bVII|V|I|vi|ii|bVII|V|I|vi|ii|bVII|V|I|vi|ii|bVII|V|I|vi|ii|bVII|V|I|vi|ii|bVII|V|I|vi|ii|bVII|V|I|vi|ii|bVII|V|I|vi|ii|bVII|V|I|vi|ii|bVII|V|I|vi|ii|bVII|V|I|vi|IV|I
734,I Will,Dean Martin,1965-11-13,I|V|I|IV|iv|I|V|I|V|I|IV|iv|I|V|I|V|I|V|I|IV|iv|I|V|I|V|I
747,Baby Can I Hold You,Tracy Chapman,1989-01-14,I|V|I|V|I|V|I|V|I|V|I|V|ii|V|I|V|I|V|ii|V|I|V|I|V|ii|V|I|V|I|V|ii|V|I|ii|IV|I|ii|IV|vi|V|I|ii|IV|V|I|V|I|V|ii|V|I|V|I|V|ii|V|I|ii|IV|I|ii|IV|vi|V|I|ii|IV|I|ii|IV|vi|V|I|ii|IV|V|I|ii|IV|V|I
748,Crying Time,Ray Charles,1965-12-25,I|V|ii|V|I|IV|V|I|IV|I|V|I|IV|V|I|IV|I|V|ii|V|I|IV|V|I|IV|I|IV|V|I|IV|I|V|I|IV|V|I|IV|I|V|ii|V|I|IV|V|I|IV|I|V|IV|I
749,D'yer Mak'er,Led Zeppelin,1973-11-24,I|vi|IV|V|I|vi|IV|V|I|vi|IV|V|I|vi|IV|V|I|vi|IV|V|vi|I|vi|IV|V|I|vi|IV|V|I|vi|IV|V|vi|V|vi|V|vi|V|IV|V|I|vi|IV|V|I|vi|IV|V|I|vi|IV|V|vi|I|vi|IV|V|I|vi|IV|V|I|vi|IV|V|vi|V|vi|V|vi|V|IV|V|I|vi|IV|V|I|vi|IV|V|I|vi|IV|V|vi|I|vi|IV|V|I|vi|IV|V|I|vi|IV|V|vi|I|vi|IV|V|I|vi|IV|V|I|vi|IV|V|I|vi|IV|V|I|vi|IV|V|I|vi|IV|V|I|vi|IV|V|I|vi|IV|V|I|vi|IV|V|I|vi|IV|V
767,The Night Chicago Died,Paper Lace,1974-08-03,I|ii|V|I|ii|V|I|ii|V|I|ii|V|I|ii|V|I|ii|V|I|ii|V|I|ii|V|I|ii|V|I|ii|V|I|ii|V|I|ii|V|I|ii|V|I|ii|V|I|ii|V|I|ii|V|I|ii
773,I Want To Walk You Home,Fats Domino,1959-10-19,V|I|IV|I|V|IV|I|IV|I|V|IV|I|IV|I|V|IV|I|IV|I|V|IV|I
787,The Ways Of A Woman In Love,Johnny Cash,1958-09-01,V|I|V|I|IV|I|V|I|V|I|IV|I|V|I|IV|I|IV|I|V|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|IV|I|V|I|V|I|IV|I|V|I|V|I
788,Last Date,Floyd Cramer,1960-12-31,IV|I|V|I|IV|I|IV|I|IV|I|V|I|IV|I|V|I|V|I|IV|I|IV|I|IV|I|V|I|IV|I|V|I|IV|V|I|IV|V|I|IV|V|I|vi|IV|ii|V|I|IV|I|IV|I|IV|I|V|I|IV|I|V|I|IV|I|V|I
792,Almost Grown,Chuck Berry,1959-06-01,V|I|IV|I|V|IV|I|IV|I|V|IV|I|IV|I|V|IV|I|IV|I|V|IV|I|IV|I|V|IV|I|IV|I|V|IV|I|IV|I|V|IV|I
802,Theme From The Dukes Of Hazzard (Good Ol' Boys),Waylon Jennings,1980-09-20,V|I|IV|I|V|I|IV|I|V|I|V|I|IV|I|V|I|IV|I|V|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I
809,On The Wings Of A Nightingale,Everly Brothers,1984-11-03,I|V|I|V|I|V|I|IV|I|V|I|V|I|IV|I|V|IV|V|I|V|vi|V|vi|IV|vi|IV|vi|IV|I|V|I|V|I|IV|I|V|I|V|I|IV|I|V|IV|V|I|V|vi|V|vi|IV|vi|IV|vi|IV|I|V|I|V|I|IV|I|IV|I|IV|I|V|I|IV|I|V|I
810,Unskinny Bop,Poison,1990-09-15,I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|V|I|bVII|IV|I|bVII|IV|I|bVII|IV|V|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|V|I|bVII|IV|I|bVII|IV|I|bVII|IV|V|IV|I|IV|I|IV|I|IV|I|V|I|bVII|IV|I|bVII|IV|I|bVII|IV|V|I|IV|bVII|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I
812,Super Freak (Part I),Rick James,1981-12-19,i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|I|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|I|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i
821,Just Like Jesse James,Cher,1989-12-30,I|V|IV|I|V|IV|I|V|IV|V|I|V|IV|V|I|V|IV|V|I|V|IV|V|vi|I|ii|IV|V|IV|V|I|V|IV|V|I|V|IV|V|I|V|vi|IV|I|V|IV|I|V|IV|V|I|V|IV|V|I|V|IV|V|I|V|IV|V|I|V|IV|V|vi|I|ii|IV|V|IV|V|I|V|IV|V|I|V|IV|V|I|V|vi|IV|I|V|IV|V|I|V|IV|V|I|V|IV|V|vi|I|ii|IV|V|IV|I|V|IV|V|I|V|IV|V|I|V|vi|IV|I|V|IV|I|V|IV|V|I|V|IV|V|I|V|IV|V|I
822,I Cried A Tear,LaVern Baker,1959-02-09,V|I|V|I|IV|I|V|I|V|I|V|I|IV|I|V|I|V|I|IV|I|V|I|V|I|V|I|IV|I|V|I|V|I
827,Just A Friend,Biz Markie,1990-02-10,I|IV|ii|V|I|IV|ii|V|I|IV|ii|V|I|IV|ii|V|I|IV|ii|V|I|IV|ii|V|I|IV|ii|V|I|IV|ii|V|I|IV|ii|V|I|IV|ii|V|I|IV|ii|V|I|IV|ii|V|I|IV|ii|V|I|IV|ii|V|I|IV|ii|V|I|IV|ii|V|I|IV|ii|V|I|IV|ii|V|I|IV|ii|V|I|IV|ii|V|I|IV|ii|V|I|IV|ii|V
830,Tryin' To Live My Life Without You,Bob Seger,1981-10-24,I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|vi|IV|V|I|IV|I|IV|vi|V|IV|vi|IV|V|I|IV|I|IV|vi|IV|V|I|IV|I|IV|vi|V|IV|vi|IV|V|I|IV|I|IV|I|IV|I|IV|vi|V|IV|vi|IV|V|I|IV|I|IV|vi|V|IV|vi|IV|V|I
843,If I Could Turn Back Time,Cher,1989-11-11,I|IV|ii|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|IV|vi|V|IV|vi|V|IV|V|I|IV|ii|V|I|IV|ii|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|IV|vi|V|IV|vi|V|IV|V|I|IV|ii|V|I|IV|ii|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|IV|vi|V|IV|vi|V|IV|V|I|IV|ii|I|IV|ii|V|I|IV|ii|V|I|IV
852,Bad Moon Rising,Creedence Clearwater Revival,1969-05-03,I|V|IV|I|V|IV|I|V|IV|I|V|IV|I|V|IV|I|IV|I|V|IV|I|V|IV|I|V|IV|I|V|IV|I|V|IV|I|IV|I|V|IV|I|V|IV|I|V|IV|I|IV|I|V|IV|I|V|IV|I|V|IV|I|V|IV|I|V|IV|I|IV|I|V|IV|I|IV|I|V|IV|I
857,Get Up (I Feel Like Being Like A) Sex Machine (Part 1),James Brown,1970-09-12,IV|I|IV|I|IV
879,Walk This Way,Run-D.M.C.,1986-08-02,IV|I|VI|IV|I|IV|I|IV|I|IV|I|IV|I|VI|IV|I|IV|I|IV|I|IV|I|IV|VI|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV
882,Somebody's Watching Me,Rockwell,1984-03-17,i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|i|VI|VII|i|VI|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|i|VI|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII
887,Me Myself And I,De La Soul,1989-09-09,i
891,Happy Jack,The Who,1967-04-22,I|V|I|V|I|V|I|V|I|IV|V|IV|V|I|V|I|V|I|V|I|V|I|V|I|V|I|V|I|V|I|V|I|V|I|IV|V|I|IV|V|IV|V|IV|V|I|V|I|V|I
894,On And On And On,Abba,1981-07-04,I|IV|I|IV|I|bVII|I|bVII|I|IV|I|bVII|I|bVII|IV|I|bVII|I|bVII|I|IV|I|bVII|I|bVII|IV|I|IV|I|bVII|I|bVII|IV|I|IV|I|IV|I|bVII|I|bVII|I|IV|I|bVII|I|bVII|IV|I|bVII|I|bVII|I|IV|I|bVII|I|bVII|IV|I|IV|I|bVII|I|bVII|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I
900,I Wish It Would Rain,The Temptations,1968-02-24,I|IV|I|IV|I|IV|I|IV|I|V|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|V|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV
904,Till The End Of The Day,The Kinks,1966-04-23,V
905,Teach Your Children,"Crosby, Stills & Nash",1970-08-15,I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|vi|IV|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|vi|IV|V|I|IV|I|V|I
913,Girl You Know It's True,Milli Vanilli,1989-04-22,i|VI|VII|i|VI|VII|i|VI|VII|i|VI|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i
914,If Not You,Dr. Hook,1977-01-15,I|ii|V|I|IV|V|I|ii|V|I|IV|V|IV|V|I|vi|IV|V|I|ii|V|I|IV|V|IV|V|I|vi|IV|V|I|ii|V|I|IV|V|I|ii|V|I|IV|V|IV|V|I|vi|IV|V|I|IV|V|I|vi|IV|V|I
917,Love Song,Anne Murray,1974-01-05,I|ii|V|ii|V|I|ii|V|ii|V|I|ii|V|ii|V|I|ii|V|ii|V|I|ii|V|ii|V|I|ii|V|ii|V|IV|V|I|ii|V|ii|V|I|ii|V|ii|V|I|ii|V|IV|I
920,Hot In The City,Billy Idol,1982-09-25,I|V|I|vi|I|vi|I|vi|I|vi|I|vi|I|vi|I|vi|I|vi|V|I|V|I|vi|I|vi|I|vi|I|vi|I|vi|I|vi|I|vi|I|vi|V|IV|I|vi|I|vi|I|vi|I|vi|I|vi|I|vi|I|vi|I|vi|I|vi|I|vi|I|vi|I|vi|I|vi|I|vi|I|vi|I|vi|I|vi|I|vi|I|vi|I|vi|I|vi|I|vi|I|vi|I|vi
933,Eleanor Rigby,Ray Charles,1968-06-29,i|VI|i|VI|i|VI|i|iv|i|VI|i|VI|i|VI|i|iv|i|VI|i|VI|i|VI|i|iv|i
941,Like A Rock,Bob Seger,1986-08-16,I|IV|I|IV|I|IV|bVII|IV|I|IV|I|IV|I|IV|I|IV|bVII|IV|I|IV|I|IV|bVII|IV|I|IV|I|vi|I|IV|ii|V|I|IV|bVII|IV|I|IV|I|IV|bVII|IV|I|IV|I|IV|I|IV|I|IV|bVII|IV|I|IV|I|IV|bVII|IV|I|IV|I|IV|bVII|IV|I|IV|I|IV|bVII|IV|I|IV|I|IV|bVII|IV|I|IV|I|IV|bVII|IV|I|IV|I|IV|bVII|IV|I|IV|I
943,I Found A True Love,Wilson Pickett,1968-10-05,I|IV|I|IV|I|vi|V|I|IV|I|vi|V|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|V|IV|I|V|I|V|IV|I|V|I|V|IV|I|V|I|V|IV|I|V
946,I Second That Emotion,The Miracles,1968-01-20,V|IV|I|IV|V|I|IV|I|IV|I|V|IV|I|V|IV|I|V|IV|I|IV|V|I|IV|I|IV|I|V|IV|I|V|IV|I|V|IV|I|V|IV|I|IV|I|IV|I|V|IV|I|V|IV|I|V|IV|I|V|IV|I
948,The Twist,Chubby Checker,1962-03-17,V|IV|I|IV|I|V|IV|I|IV|I|V|IV|I|IV|I|V|IV|I|IV|I|V|IV|I|IV|I|V|IV|I|IV|I|V|IV|I|IV|I|V|IV|I|IV|I|V|IV|I
961,Take A Chance On Me,Abba,1978-05-06,I|V|I|ii|V|ii|V|ii|I|ii|I|vi|IV|vi|IV|V|vi|IV|ii|V|ii|V|I|V|I|V|I|ii|V|ii|V|ii|I|ii|I|vi|IV|vi|IV|V|vi|IV|ii|V|ii|V|I|V|I|V|I|V|I|V|I
963,The Stroke,Billy Squier,1981-05-16,i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i|VII|i
965,Sweet Soul Music,Arthur Conley,1967-03-25,I|IV|I|IV|vi|V|IV|I|IV|I|IV|vi|V|IV|I|IV|I|IV|vi|V|IV|I|IV|I|IV|vi|V|IV|I|IV|I|IV|vi|V|IV|I|IV|I|IV|vi|V|IV|I|IV|I|IV|I|IV|I|IV|I|IV|vi|V|IV|I|IV|I|IV|vi|V|IV|I
981,Venus,Bananarama,1986-11-01,i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|iv|VII|iv|VII|i|IV|i|IV|VI|V|i|IV|i|IV|VI|V|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|iv|VII|iv|VII|i|IV|i|IV|VI|V|i|IV|i|IV|VI|V|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|iv|VII|iv|VII|i|IV|i|IV|VI|V|i|IV|i|IV|VI|V|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|iv|VII|iv|VII|i|IV|i|IV|VI|V|i|IV|i|IV|VI|V|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV|i|IV
991,The Bitch Is Back,Elton John,1974-12-07,I|IV|I|IV|I|IV|I|IV|I|V|I|bVII|IV|I|IV|I|IV|I|IV|I|IV|I|V|I|bVII|IV|I|IV|I|IV|I|V|vi|IV|V|bVII|V|I|IV|I|IV|I|IV|I|IV|I|V|I|bVII|IV|I|IV|I|IV|I|V|vi|IV|V|bVII|V|I|IV|I|IV|I|V|I|bVII|IV|I|IV|I|IV|I|V|vi|IV|V|bVII|V|I|IV|I|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV|I|bVII|IV
992,Nightshift,Commodores,1985-05-18,I|vi|IV|V|IV|I|V|I|vi|IV|V|IV|V|I|vi|IV|V|IV|V|vi|ii|V|vi|ii|IV|I|vi|IV|V|IV|I|V|I|vi|IV|V|IV|V|I|vi|IV|V|I|vi|IV|V|I|vi|IV|V|IV|V|I|vi|IV|V|IV|V|vi|ii|V|vi|ii|IV|I|vi|IV|V|IV|I|vi|IV|V|IV|V|vi|I|vi|IV|V|IV|I|vi|IV|V|IV|I|V|I
1006,Three Hearts In A Tangle,Roy Drusky,1961-06-26,I|IV|I|V|I|V|I|V|I|IV|I|V|I|V|I|V|I|IV|I|V|I|IV|I|V|I|V|I|V|I|IV|I|V|I|V|I|V|I|IV|I|V|I
1024,Baby What You Want Me To Do,Jimmy Reed,1960-05-16,I|IV|I|V|I|V|I|IV|I|V|I|V|I|IV|I|V|I|V|I|IV|I|V|I|V|I|IV|I
1039,Girl I m Gonna Miss You,Milli Vanilli,1989-09-02,I|V|I|V|I|V|I|V|IV|I|IV|I|ii|I|IV|V|IV|V|I|V|ii|I|IV|vi|V|I|V|ii|I|IV|vi|V|I|V|I|V|I|V|I|V|IV|I|IV|I|ii|I|IV|V|IV|V|I|V|ii|I|IV|vi|V|I|V|ii|I|IV|vi|V|I|V|ii|I|IV|vi|V
1040,Lay Down Sally,Eric Clapton,1978-05-20,I|IV|I|IV|V|I|IV|V|I|IV|V|I|IV|I|IV|V|I|IV|V|I|IV|V|I|IV|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I
1041,It Keeps Right On A-Hurtin',Johnny Tillotson,1962-06-09,V|I|IV|I|V|I|IV|I|V|I|IV|V|I|IV|I|V|IV|V|IV|I|IV|V|I|IV|I|V|I|IV|I|V|I|IV|V|I|IV|I|V|IV|V|IV|I|IV|V|I|IV|I|ii|I
1051,My Kinda Lover,Billy Squier,1982-01-09,I|V|I|V|vi|IV|V|vi|IV|V|vi|IV|V|vi|IV|V|vi|I|V|I|V|vi|IV|V|vi|IV|V|vi|IV|V|vi|IV|V|vi|V|IV|V|IV|V|IV|V|IV|I|V|I|V|vi|IV|V|vi|IV|V|vi|IV|V|vi|IV|V|vi|IV|V|vi|IV|V|vi|IV|V|vi
1059,I've Been Everywhere,Hank Snow,1962-10-20,I|ii|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I
1064,Sad Eyes,Robert John,1979-09-22,I|ii|IV|I|ii|IV|I|ii|IV|I|IV|I|ii|IV|I|IV|I|ii|IV|V|ii|IV|I|ii|IV|I|IV|I|ii|IV|I|IV|I|ii|IV|I|IV|I|ii|IV|V|ii|IV|I|ii|IV|I|IV|I|ii|IV|I|IV|I|ii|IV|I|IV|I|ii|IV|I|IV|I|ii|IV|I|IV|I|ii|IV|I|IV|I|ii|IV|I|IV|I|ii|IV|I|IV|I|ii|IV|I|IV
1066,My Hometown,Bruce Springsteen,1985-12-14,I|IV|I|V|I|IV|I|IV|I|V|I|IV|I|IV|I|V|I|IV|I|IV|I|V|I|IV|I|IV|I|V|I|IV|I|IV|I|V|I|IV|I|IV|I|V|I|IV|I|vi|I|vi|I|IV|I|IV|I|V|I|IV|I|V|I|IV|I|IV|I|V|I|IV|I|IV|I|V|I|IV|I|IV|I|V|I|IV|I|IV|I|V|I|IV|I|IV|I|V|I|IV|I|IV|I|V
1072,Be My Guest,Fats Domino,1959-11-16,I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I
1073,Devil Woman,Cliff Richard,1976-08-07,I|VII|i|VII|i|VII|i|VII|VI|V|i|VI|VII|i|VI|VII|I|VII|i|VII|i|VII|i|VII|VI|V|i|VI|VII|i|VI|VII|VI|VII|VI|VII|I|VII|i|VII|i|VII|i|VII|VI|V|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII
1089,Who Will You Run To,Heart,1987-12-12,I|bVII|I|IV|I|IV|bVII|IV|V|vi|IV|bVII|IV|V|IV|V|IV|I|V|IV|bVII|I|V|IV|bVII|I|bVII|I|IV|I|IV|bVII|IV|V|vi|IV|bVII|IV|V|IV|V|IV|I|V|IV|bVII|I|V|IV|bVII|I|bVII|I|bVII|V|IV|V|IV|I|V|IV|bVII|I|V|bVII|I|V|bVII|I|V|bVII|I|V|bVII|I|V|bVII|I|V|bVII|I|V|bVII|I|V|bVII|I|V|bVII
1094,There's No Other (Like My Baby),The Crystals,1961-11-20,I|IV|V|I|IV|V|I|vi|IV|V|I|IV|I|V|I|vi|IV|V|I|IV|I|V|I|vi|IV|V|I|vi|IV|V|I|vi|IV|V|I|IV|I|V|I|vi|IV|V|I|vi|IV|V|I|vi|IV|V|I|IV|I|V|I|vi|IV|V|I|vi|IV|V|I|IV|I
1096,Look-Ka Py Py,The Meters,1970-01-31,I|bVII|I|bVII|I|bVII|I
1101,(I was) Born To Cry,Dion,1962-04-28,i|iv|i|V|i|iv|i|iv|i|iv|i|iv|i|iv|V|i|iv|i|iv|i|iv|i|iv|i|iv|V|i|iv|i|iv|i
1104,What You Get Is What You See,Tina Turner,1987-03-07,I|IV|V|IV|I|IV|V|IV|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|IV|V|I|IV|V|IV|V|I|IV|V|I|ii|IV|V|IV|V|I|ii|IV|V|IV|V|I|ii|IV|V|IV|V|I|ii|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|IV|V|I|IV|V|IV|V|I|IV|V|I|ii|IV|V|IV|V|I|ii|IV|V|IV|V|I|ii|IV|V|IV|V|I|ii|I|IV|V|I|ii|IV|V|IV|V|I|ii|IV|V|IV|V|I|ii|IV|V|IV|V|IV|V|I|IV|V|IV|V|I|IV|V|I|ii|IV|V|IV|V|I|ii|IV|V|IV|V|I|ii|IV|V|IV|V|I|ii|I|IV|V|I|ii|IV|V|IV|V|I|ii|IV|V|IV|V|I|ii|IV|V|IV|V|I|ii|IV|V|IV|V|I|ii|IV|V|IV|V|I|ii|IV|V|IV|V|I|ii|IV|V|IV|V|I|ii|IV|V|IV|V
1106,Bust A Move,Young MC,1990-04-07,
1111,Land Of 1000 Dances,Chris Kenner,1963-08-17,V|I
1113,Lonely Weekends,Charlie Rich,1960-07-11,I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|bVII|IV|bVII|IV|bVII|IV|bVII|IV|bVII|IV|bVII|V|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|bVII|IV|bVII|IV|bVII|IV|bVII|IV|bVII|IV|bVII|V|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV
1116,Ebony Eyes,The Everly Brothers,1961-04-10,IV|I|V|I|V|I|IV|I|V|I|IV|I|IV|I|V|I|IV|I|V|I|V|I|IV|I|V|I|V|I|IV|I|IV|I|V|I|V|I|IV|I|V|I|IV|I|IV|I|IV|I|V|I
1119,Will The Wolf Survive,Los Lobos,1985-04-20,I|IV|I|IV|I|IV|I|IV|V|IV|I|IV|I|IV|V|IV|I|IV|V|I|IV|I|IV|I|IV|I|IV|V|IV|I|IV|V|IV|I|IV|I|IV|I|IV|bVII|IV|I|IV|I|V|IV|I|IV|I|IV|I|IV|I|IV|V|IV|I|IV|V|IV|I|IV|I|IV|I|IV|I|IV|V
1125,Treat Her Right,Roy Head,1965-09-18,I|IV|I|V|IV|I|IV|I|V|IV|I|IV|I|V|IV|I|IV|I|V|IV|I|IV|I|V|IV|I|IV|I|V|IV|I|IV|I|V|IV|I
1135,Loving Her Was Easier (Than Anything I'll Ever Do Again),Kris Kristofferson,1971-09-25,I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|V|I|IV|I|V|IV|I|IV|I|IV|I|V|I|IV|I|IV|I|IV|I
1139,Are You Sure Hank Done It This Way,Waylon Jennings,1975-10-11,I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV
1143,I Love A Rainy Night,Eddie Rabbitt,1981-03-21,I|V|vi|V|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|vi|V|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|vi|V|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V
