id,title,artist,chart_date,chords
1062,Tuff Enuff,The Fabulous Thunderbirds,1986-06-28,N|D:maj|E:maj|B:maj|B:maj|D:maj|E:maj|B:maj|B:maj|D:maj|E:maj|B:maj|B:maj|B:maj|B:maj|B:maj|B:maj|B:maj|B:maj|B:maj|B:maj|B:maj|B:maj|B:maj|B:maj|B:maj|D:maj|E:maj|B:maj|B:maj|D:maj|E:maj|B:maj|B:maj|D:maj|E:maj|B:maj|B:maj|D:maj|A:maj|B:maj|B:maj|B:maj|B:maj|B:maj|B:maj|B:maj|B:maj|B:maj|B:maj|D:maj|E:maj|B:maj|B:maj|D:maj|E:maj|B:maj|B:maj|D:maj|E:maj|B:maj|B:maj|B:maj|D:maj|D:maj|E:maj|B:maj|B:maj|D:maj|D:maj|E:maj|B:maj|B:maj|B:maj|B:maj|B:maj|B:maj|B:maj|B:maj|B:maj|B:maj|B:maj|B:maj|B:maj|D:maj|E:maj|B:maj|B:maj|D:maj|E:maj|B:maj|B:maj|D:maj|E:maj|B:maj|B:maj|D:maj|A:maj|B:maj|B:maj|B:maj|B:maj|B:maj|B:maj|B:maj|B:maj|B:maj|D:maj|D:maj|E:maj|B:maj|B:maj|B:maj|B:maj|B:maj|D:maj|E:maj|B:maj|B:maj|D:maj|E:maj|B:maj|B:maj|D:maj|E:maj|B:maj|B:maj|D:maj|D:maj|D:maj|D:maj|D:maj|D:maj|D:maj|D:maj|D:maj|D:maj|D:maj|D:maj|D:maj|N
1063,This Little Girl,Dion,1963-06-08,N|N|N|Bb:maj|G:min|Eb:maj|F:maj|Bb:maj|G:min|Eb:maj|F:maj|Bb:maj|Eb:maj|Bb:maj|Eb:maj|Bb:maj|Eb:maj|F:maj|Bb:maj|Eb:maj|Bb:maj|F:maj|Bb:maj|Eb:maj|Bb:maj|Eb:maj|Bb:maj|Eb:maj|Bb:maj|Bb:maj|Eb:maj|Ab:maj|Eb:maj|Eb:min|Bb:maj|F:7|Bb:maj|Eb:maj|Bb:maj|Eb:maj|Bb:maj|Eb:maj|Bb:maj|Eb:maj|Bb:maj|Bb:maj|Eb:maj|Ab:maj|Eb:maj|Eb:min|Bb:maj|F:7|Bb:maj|Eb:maj|Eb:maj|Eb:maj6|Bb:maj|Bb:maj|C:7|C:7|F:maj|Eb:maj|D:min|C:min|Bb:maj|Eb:maj|Bb:maj|Eb:maj|Bb:maj|Eb:maj|Bb:maj|Bb:maj|Eb:maj|Ab:maj|Eb:maj|Eb:min|Bb:maj|F:7|Bb:maj|Eb:maj|Bb:maj|Eb:maj|Bb:maj|Eb:maj|Bb:maj|Eb:maj|Eb:maj|N
1064,Sad Eyes,Robert John,1979-09-22,N|C:maj|C:sus2|D:min(9)|D:min|F:maj7|F:maj6|C:maj|C:maj|C:maj|D:min(9)|D:min|F:maj7|F:maj6|F:maj/2|C:maj|D:min(9)|D:min|F:maj7|F:maj6|C:maj/5|F:maj/2|F:maj/2|C:maj|D:min/b7|F:maj/5|C:maj|F:maj/2|C:maj|D:min/b7|F:maj/5|G:sus4(b7)|G:sus4(b7)|G:7|D:min|F:maj|C:maj|C:maj7|D:min7|F:maj7|F:maj6|C:maj|F:maj/2|C:maj|C:maj7|D:min7|F:maj7|F:maj6|C:maj|F:maj/2|C:maj|D:min/b7|F:maj/5|C:maj|F:maj/2|C:maj|D:min/b7|F:maj/5|G:sus4(b7)|G:sus4(b7)|G:7|D:min|F:maj|C:maj|C:maj7|D:min7|F:maj7|F:maj6|C:maj|F:maj/2|C:maj|C:maj7|D:min7|F:maj7|F:maj6|C:maj|F:maj/2|C:maj|C:maj7|D:min7|F:maj7|F:maj6|C:maj|F:maj/2|C:maj|C:maj7|D:min7|F:maj7|F:maj6|C:maj|F:maj/2|F:maj/2|C:maj|C:maj7|D:min7|F:maj7|F:maj6|C:maj|F:maj/2|C:maj|C:maj7|D:min7|F:maj7|F:maj6|C:maj|F:maj/2|D:maj|D:maj7|E:min7|G:maj7|G:maj6|D:maj|G:maj/2|D:maj|D:maj7|E:min7|G:maj7|G:maj6|D:maj|G:maj/2|D:maj|D:maj7|E:min7|G:maj7|G:maj6|D:maj|G:maj/2|G:maj/2|N
1066,My Hometown,Bruce Springsteen,1985-12-14,N|A:maj/5|A:maj/5|D:maj/3|A:maj/5|E:maj|E:sus4/2|E:maj|E:sus4/2|E:maj|A:maj/5|A:maj/3|D:maj|D:maj|A:maj/5|A:maj/5|D:maj/3|A:maj/5|E:maj|E:sus4/2|E:maj|E:sus4/2|E:maj|A:maj/5|A:maj/3|D:maj|A:maj/5|A:maj/5|D:maj/3|A:maj/5|E:maj|E:sus4/2|E:maj|E:sus4/2|E:maj|A:maj/5|A:maj/3|D:maj|A:maj/5|A:maj/5|D:maj/3|A:maj/5|E:maj|E:sus4/2|E:maj|E:sus4/2|E:maj|A:maj/5|A:maj/3|D:maj|D:maj|A:maj/5|A:maj/5|A:maj/5|A:maj|A:maj|D:maj|A:maj|E:maj|E:maj|E:maj|A:maj|D:maj|A:maj|A:maj|D:maj|A:maj|E:maj|E:maj|E:maj|A:maj|D:maj|A:maj|A:maj|D:maj|A:maj|E:maj|E:maj|E:maj|A:maj|D:maj|D:maj|A:maj|A:maj|A:maj|F#:min|F#:min|A:maj|A:maj|F#:min|F#:min|A:maj|A:maj|D:maj|D:maj|A:maj|A:maj|D:maj|D:maj|A:maj|E:maj|A:maj|A:maj|D:maj|A:maj|E:maj|E:maj|E:maj|A:maj|D:maj|D:maj|A:maj|A:maj|A:maj|A:maj|A:maj|D:maj|A:maj|E:maj|E:maj|E:maj|A:maj|D:maj|A:maj|A:maj|D:maj|A:maj|E:maj|E:maj|E:maj|A:maj|D:maj|D:maj|D:maj|A:maj|A:maj|D:maj|A:maj|E:maj|E:maj|E:maj|A:maj|D:maj|A:maj|A:maj|D:maj|A:maj|E:maj|E:maj|E:maj|A:maj|D:maj|A:maj|A:maj|D:maj|A:maj|E:maj|E:maj|E:maj|A:maj|D:maj|A:maj|A:maj|D:maj|A:maj|E:maj|E:maj|E:maj|E:maj|N
1069,Must Of Got Lost,The J. Geils Band,1974-12-07,N|N|N|C:maj|F:maj|C:maj|F:maj|F:maj|C:maj|G:min|F:maj|C:maj|G:min|F:maj|C:maj|G:min|F:maj|E:min|D:min|G:maj|C:maj|C:maj|G:min|F:maj|C:maj|G:min|F:maj|C:maj|G:min|F:maj|E:min|D:min|G:maj|C:maj|C:maj|F:maj/5|C:maj|D:min7|F:maj|G:maj|C:maj|F:maj/2|C:maj|C:maj|F:maj/5|C:maj|D:min7|F:maj|G:maj|C:maj|F:maj|C:maj|C:maj|G:min|F:maj|C:maj|G:min|F:maj|C:maj|G:min|F:maj|E:min|D:min|G:maj|C:maj|C:maj|F:maj/5|C:maj|D:min7|F:maj|G:maj|C:maj|F:maj/2|C:maj|C:maj|F:maj/5|C:maj|D:min7|F:maj|G:maj|C:maj|F:maj/2|C:maj|C:maj|F:maj|C:maj|F:maj|C:maj|F:maj|N|N|N|N|N|N|N|N|C:maj|F:maj/5|C:maj|D:min7|F:maj|G:maj|C:maj|F:maj/2|C:maj|C:maj|F:maj/5|C:maj|D:min7|F:maj|G:maj|C:maj|F:maj/2|C:maj|C:maj|C:maj|F:maj/5|C:maj|D:min7|F:maj|G:maj|C:maj|F:maj/2|C:maj|C:maj|C:maj|F:maj/5|C:maj|D:min7|F:maj|G:maj|C:maj|F:maj/2|C:maj|C:maj|N|N|N
1070,Every Time I Think Of You,The Babys,1979-02-03,N|N|G:maj|G:maj|G:maj|G:maj|C:min|C:maj|G:maj|D:maj/3|E:min|B:min|D:min7|Eb:maj|G:maj|C:min|C:maj|G:maj|D:maj/3|E:min|B:min|D:min7|Eb:maj|Bb:maj|D:min7|Eb:maj|Eb:maj|Db:maj|F:min7|Gb:maj|Gb:maj|Bb:maj|Eb:min|Bb:maj|Eb:min|Bb:maj|Eb:min|G:maj|G:maj|G:maj|C:min|C:maj|G:maj|D:maj/3|E:min|B:min|C:maj|D:maj|G:maj|C:min|C:maj|G:maj|D:maj/3|E:min|B:min|C:maj|D:maj|Bb:maj|D:min7|Eb:maj|Eb:maj|Db:maj|F:min7|Gb:maj|Gb:maj|Bb:maj|Eb:min|Bb:maj|Eb:min|Bb:maj|Eb:min|G:maj|G:maj|G:maj|G:maj|C:min|C:maj|G:maj|D:maj/3|E:min|B:min|C:maj|D:maj|D:maj|G:maj|C:min|C:maj|G:maj|D:maj/3|E:min|B:min|C:maj|D:maj|Bb:maj|D:min7|Eb:maj|Eb:maj|Db:maj|F:min7|Gb:maj|Gb:maj|G:maj|C:min|G:maj|C:min|G:maj|C:min|G:maj|C:min|G:maj|C:min|G:maj|C:min|G:maj|C:min|G:maj|C:min|G:maj|C:min|G:maj|C:min|G:maj|C:min|G:maj|C:min|G:maj|C:min|G:maj|C:min|G:maj|C:min|G:maj|C:min|C:min|N
1071,Rock And Roll Never Forgets,Bob Seger,1977-08-06,E:maj|E:maj|A:maj|N|E:min/b3|E:maj|E:maj|E:maj|A:maj|N|E:min/b3|E:maj|E:maj|F#:7|F#:7|E:maj|E:maj|F#:7|F#:7|E:maj|E:maj|A:maj|E:maj|A:maj|E:maj|A:maj|E:maj|B:7|B:7|F#:7|F#:7|F#:maj|B:maj|E:maj|E:maj|F#:7|F#:7|E:maj|E:maj|F#:7|F#:7|E:maj|E:maj|A:maj|E:maj|A:maj|E:maj|A:maj|E:maj|B:7|B:7|F#:7|F#:7|F#:maj|B:maj|E:maj|E:maj|A:maj|E:maj|A:maj|E:maj|A:maj|E:maj|B:7|B:7|B:7|B:7|B:7|F#:7|F#:7|E:maj|E:maj|F#:7|F#:7|E:maj|E:maj|E:maj|A:maj|E:maj|A:maj|E:maj|A:maj|E:maj|B:7|B:7|F#:7|F#:7|F#:maj|B:maj|E:maj|E:maj|F#:maj|B:maj|E:maj|E:maj|F#:maj|B:maj|E:maj|E:maj|E:maj|E:maj|E:maj|A:maj|N|E:min/b3|E:maj|E:maj|E:maj|A:maj|N|E:min/b3|E:maj|E:maj|E:maj|E:maj|A:maj|E:maj|E:maj|E:maj|A:maj|E:maj|E:maj|E:maj|E:maj|A:maj|E:maj|E:maj|E:maj|A:maj|E:maj|E:maj|E:maj|A:maj|E:maj|E:maj|E:maj|A:maj|E:maj|E:maj|E:maj|A:maj|E:maj|E:maj|E:maj|A:maj|A:maj|E:maj|E:maj|E:maj|E:maj|E:maj|C:maj|C:maj|N|N
1072,Be My Guest,Fats Domino,1959-11-16,N|N|N|Bb:maj|Eb:maj|Bb:maj|F:7|Bb:maj|Eb:maj|Bb:maj|F:7|Bb:maj|Bb:maj|Eb:maj|Bb:maj|F:7|Bb:maj|Eb:maj|Bb:maj|F:7|Bb:maj|Eb:maj|Bb:maj|F:7|Bb:maj|Eb:maj|Bb:maj|F:7|Bb:maj|Bb:maj|Eb:maj|Bb:maj|F:7|Bb:maj|Eb:maj|Bb:maj|F:7|Bb:maj|Bb:maj|Bb:maj|Eb:maj|F:7|Bb:maj|Bb:maj|Eb:maj|F:7|Bb:maj|Bb:maj|Eb:maj|F:7|Bb:maj|Bb:maj|Eb:maj|F:7|Bb:maj|Eb:maj|Bb:maj|F:7|Bb:maj|Eb:maj|Bb:maj|F:7|Bb:maj|Bb:maj|Eb:maj|Bb:maj|F:7|Bb:maj|Eb:maj|Bb:maj|F:7|Bb:maj|Bb:maj|Bb:maj|Eb:maj|F:7|Bb:maj|Bb:maj|Eb:maj|F:7|Bb:maj|Bb:maj|Eb:maj|F:7|Bb:maj|Bb:maj|Eb:maj|F:7|Bb:maj|Bb:maj|Eb:maj|F:7|Bb:maj|Bb:maj|N
1073,Devil Woman,Cliff Richard,1976-08-07,N|D:maj|G:5/5|F:5/6|C:(3)/2|D:5/5|D:maj|G:5/5|F:5/6|C:(3)/2|D:5|D:5|D:maj|G:5/5|F:5/6|C:(3)/2|D:5|D:maj|G:5/5|F:5/6|C:(3)/2|D:5|C:maj|D:min|C:maj|D:min|C:maj|D:min|C:maj|Bb:maj|A:maj|D:min|D:min|D:min|Bb:maj|C:maj|D:min|D:min|D:min|Bb:maj|C:maj|C:maj|D:maj|G:5/5|F:5/6|C:(3)/2|D:5|D:5|D:maj|G:5/5|F:5/6|C:(3)/2|D:5|D:maj|G:5/5|F:5/6|C:(3)/2|D:5|C:maj|D:min|C:maj|D:min|C:maj|D:min|C:maj/2|Bb:maj|A:maj|D:min|D:min|D:min|Bb:maj|C:maj|D:min|D:min|D:min|Bb:maj|C:maj|C:maj|Bb:maj|C:maj|Bb:maj|C:maj|D:maj|G:5/5|F:5/6|C:(3)/2|D:5|D:5|D:maj|G:5/5|F:5/6|C:(3)/2|D:5|D:maj|G:5/5|F:5/6|C:(3)/2|D:5|C:maj|D:min|C:maj|D:min|C:maj|D:min|C:maj|Bb:maj|A:maj|D:min|D:min|D:min|Bb:maj|C:maj|D:min|D:min|D:min|Bb:maj|C:maj|D:min|D:min|D:min|Bb:maj|C:maj|D:min|D:min|D:min|Bb:maj|C:maj|D:min|D:min|D:min|Bb:maj|C:maj|C:maj|N
1076,Can We Still Be Friends,Todd Rundgren,1978-09-02,N|C#:min9|C#:min9|C#:min9|C#:min9|C#:min9|C#:min9|C#:min9|C#:min9|C#:min9|A:maj7(#11)|A:maj7(#11)|C#:min9|C#:min9|C#:min9/b7|A:maj7(#11)|A:maj7(#11)|C#:min9|C#:min9|C#:min9/b7|A:maj7|G#:7|F#:min7|B:sus4(b7)|B:7|E:maj7|E:7|A:maj7|G#:min7|F#:sus4(b7)|F#:7|B:sus4(b7)|B:maj6|A:maj7(#11)|A:maj7(#11)|C#:min9|C#:min9|C#:min9/b7|A:maj7(#11)|A:maj7(#11)|C#:min9|C#:min9|C#:min9/b7|A:maj7|G#:7|F#:min7|B:sus4(b7)|B:7|E:maj7|E:7|A:maj7|G#:min7|F#:sus4(b7)|F#:7|B:sus4(b7)|B:maj6|C#:min9|C#:min9|G#:min7|G#:min7|F#:min7|F#:min7|B:maj|B:maj|B:sus4/b7|B:maj/b7|C#:min9|C#:min9|G#:min9|G#:min9|F#:min9|F#:min9|B:sus4(b7)|B:sus4(b7)|B:maj|B:maj|A:maj7(#11)|A:maj7(#11)|C#:min9|C#:min9|C#:min9/b7|A:maj7(#11)|A:maj7(#11)|C#:min9|C#:min9|C#:min9/b7|A:maj7|G#:7|F#:min7|B:sus4(b7)|B:7|E:maj7|E:7|A:maj7|G#:min7|F#:sus4(b7)|F#:7|B:sus4(b7)|B:sus4(b7)|B:maj6(b9)|B:maj6(b9)|C#:min9|C#:min9|G#:min9|G#:min9|F#:min7|F#:min7|B:maj|B:maj|A:sus2|B:maj/b7|C#:min9|C#:min9|G#:min9|G#:min9|F#:min7|F#:min7|B:maj|B:maj|A:sus2|B:maj/b7|C#:min9|C#:min9|G#:min9|G#:min9|F#:min7|F#:min7|B:maj|B:maj|A:sus2|B:maj/b7|C#:min9|C#:min9|G#:min9|G#:min9|F#:min7|F#:min7|B:maj|B:maj|A:sus2|B:maj/b7|B:maj/b7|N
1078,There'll Never Be,Switch,1978-11-25,N|D:11|D:11|D:11|G:maj7|E:min7|D:11|D:11|B:min7|E:min11|D:11|D:11|D:11|E:min|C:min/b3|C:min7/b3|C:min6/b3|G:maj/5|C#:hdim7|C:maj|B:min|E:min|A:9|A:9|D:11|D:11|G:maj7|E:min7|D:11|D:11|B:min7|E:min11|D:11|D:11|E:min|C:min/b3|C:min7/b3|C:min6/b3|G:maj/5|C#:hdim7|C:maj|B:min|E:min|A:9|A:9|D:11|D:11|G:7|G:7/6|G:7/b7|G:7|G:7/6|G:7/b7|G:7|G:7/6|G:7/b7|G:7|G:7/6|G:7/b7|G:maj7|E:min7|D:11|D:11|B:min7|E:min11|D:11|D:11|E:min|C:min/b3|C:min7/b3|C:min6/b3|G:maj/5|C#:hdim7|C:maj|B:min|E:min|A:9|A:9|D:11|D:11|G:7|G:7/6|G:7/b7|G:7|G:7/6|G:7/b7|G:7|G:7/6|G:7/b7|G:7|G:7/6|G:7/b7|G:7|G:7/6|G:7/b7|G:7|G:7/6|G:7/b7|G:7|G:7/6|G:7/b7|G:7|G:7/6|G:7/b7|G:7/b7|G:7|G:7/6|G:7/b7|G:7/b7|N
1082,Take Me Down,Alabama,1982-07-17,"N|C:maj|C:maj|F:maj/5|F:maj/5|C:maj6|C:maj|F:maj(9)/5|F:maj6/5|F:maj/5|F:maj/5|C:maj|C:maj|C:maj|C:maj|G:maj|D:min7|C:maj|C:maj|G:sus4(b7,9)|C:maj|C:maj|G:sus4(b7,9)|C:maj|C:maj|G:maj|D:min7|C:maj|C:maj|B:1/1|A:min|D:min|A:min|D:min|E:min|F:maj|G:sus4(b7,9)|C:maj|G:maj/3|A:min|E:min|F:maj|F:maj7|F:maj6|F:maj6|C:maj|C:maj|F:maj(9)/5|F:maj6/5|F:maj/5|F:maj/5|C:maj|C:maj|C:maj|C:maj|G:maj|D:min7|C:maj|C:maj|G:sus4(b7,9)|C:maj|C:maj|G:sus4(b7,9)|C:maj|C:maj|G:maj|D:min7|C:maj|C:maj|F:maj7|F:maj6|F:maj7|F:maj6|C:maj|C:maj|F:maj7|F:maj6|F:maj7|F:maj6|D:min7|E:maj|A:min|D:min|A:min|D:min|E:min|F:maj|G:sus4(b7,9)|C:maj|G:maj/3|A:min|E:min|F:maj|F:maj7|F:maj6|C:maj|G:maj/4|F:maj7|F:maj7|C:maj|G:maj/4|F:maj7|F:maj7|C:maj|G:maj/4|F:maj7|F:maj7|C:maj|G:maj/4|F:maj7|F:maj7|C:maj|G:maj/4|F:maj7|F:maj7|F:maj7|N"
1085,Make Me Smile,Chicago,1970-06-06,N|Ab:maj7|Ab:maj7|Cb:maj/5|Cb:maj/5|Ab:maj7|Ab:maj7|Cb:maj/5|Cb:maj/5|C:sus2/5|C:sus2/5|Bb:sus4(b7)|Bb:sus4(b7)|Bb:sus4(b7)|Bb:sus4(b7)|Bb:sus4(b7)|Bb:sus4(b7)|E:maj7|E:maj7|G:maj7|G:maj7|Ab:sus4|Ab:sus4|Ab:sus4|C:min|Ab:maj|Eb:maj|Bb:maj|G:7|C:min|Ab:maj|Eb:maj|Bb:maj|G:7|C:min|Bb:maj/3|Eb:maj|F:min|G:sus4(b7)|G:7|Eb:sus4|Eb:maj|Db:maj|Ab:maj|Eb:sus4|Eb:maj|Db:maj|Ab:maj|Eb:sus4|Eb:maj|Db:maj|Ab:maj|Eb:sus4|Eb:maj|Db:maj|Ab:maj|Eb:maj|C:min|Bb:sus4|Bb:maj|Ab:sus4|Ab:maj|C:min|Ab:maj|Eb:maj|Bb:maj|G:7|C:min|Ab:maj|Eb:maj|Bb:maj|G:7|C:min|Bb:maj/3|Eb:maj|F:min|G:sus4(b7)|G:7|Eb:sus4|Eb:maj|Db:maj|Ab:maj|Eb:sus4|Eb:maj|Db:maj|Ab:maj|Eb:sus4|Eb:maj|Db:maj|Ab:maj|Eb:sus4|Eb:maj|Db:maj|Ab:maj|Eb:maj|C:min|Bb:sus4|Bb:maj|Ab:maj|B:maj|B:maj|E:min7|A:7|E:min7|A:7|E:min7|A:7|E:min7|A:7|E:min7|A:7|E:min7|A:7|E:min7|A:7|E:min7|A:7|A:7|E:min7|A:7|E:min7|A:7|E:min7|A:7|E:min7|A:7|E:min7|A:7|E:min7|A:7|E:min7|A:7|E:min7|A:7|A:7|C:sus2/5|C:sus2/5|Bb:sus4(b7)|Bb:sus4(b7)|Bb:sus4(b7)|Eb:sus4|Eb:maj|Db:maj|Ab:maj|Eb:sus4|Eb:maj|Db:maj|Ab:maj|Eb:sus4|Eb:maj|Db:maj|Ab:maj|Eb:sus4|Eb:maj|Db:maj|Ab:maj|Eb:maj|C:min|Bb:sus4|Bb:maj|Ab:sus4|Ab:sus4|Ab:sus4|N|N|N|N|N|C:maj|F:maj|Bb:maj|Eb:maj|G:maj|G:maj|C:maj|F:maj|Bb:maj|Eb:maj|G:maj|C:maj|F:maj|Bb:maj|Eb:maj|G:maj|C:maj|F:maj|Bb:maj|Eb:maj|G:maj|C:maj|C:maj|C:maj|N|N|N
1086,Don't Leave Me This Way,Thelma Houston,1977-05-28,N|N|N|C:min11|C:min7|Ab:maj|Ab:maj|Eb:maj|Bb:maj/3|C:min|Eb:maj/5|Eb:maj/5|C:min|C:min|Ab:maj|Ab:maj|Eb:maj|Bb:maj/3|C:min|Eb:maj/5|Bb:7|C:min7|F:maj|Bb:maj|Bb:7|Eb:maj|Bb:maj|C:min|F:min(9)|Bb:sus4|C:min7|F:maj|Bb:maj|Bb:7|Eb:maj|Bb:maj|C:min|F:min(9)|Bb:sus4|C:maj|C:maj|C:maj|Bb:maj|F:maj|C:maj|Bb:maj|F:maj|C:maj|Bb:maj|F:maj|C:maj|Bb:maj|F:maj|C:maj|Bb:maj|F:maj|C:maj|Bb:maj|F:maj|G:maj|G:maj|C:min7|F:maj|Bb:maj|Bb:7|Eb:maj|Bb:maj|C:min|F:min(9)|Bb:sus4|C:min7|F:min7|Bb:7|C:min7|F:maj|Bb:maj|Bb:7|Eb:maj|Bb:maj|C:min|F:min(9)|Bb:sus4|C:maj|C:maj|C:maj|Bb:maj|F:maj|C:maj|Bb:maj|F:maj|C:maj|Bb:maj|F:maj|C:maj|Bb:maj|F:maj|C:maj|Bb:maj|F:maj|C:maj|Bb:maj|F:maj|C:maj|Bb:maj|F:maj|C:maj|Bb:maj|F:maj|C:maj|Bb:maj|F:maj|C:maj|Bb:maj|F:maj|C:maj|Bb:maj|F:maj|C:maj|Bb:maj|F:maj|C:maj|Bb:maj|F:maj|C:maj|Bb:maj|F:maj|C:maj|Bb:maj|F:maj|C:maj|Bb:maj|F:maj|C:maj|Bb:maj|F:maj|C:maj|Bb:maj|F:maj|C:maj|Bb:maj|F:maj|C:maj|Bb:maj|F:maj|F:maj|C:maj|Bb:maj|F:maj|C:maj|Bb:maj|F:maj|F:maj|N
1087,There But For Fortune,Joan Baez,1965-10-23,N|N|N|Bb:maj|Eb:min/5|Bb:maj|Eb:min/5|Eb:min/5|Bb:maj|Eb:min/5|Bb:maj|Eb:min/5|Bb:maj|G:min|C:maj|F:maj|Bb:maj|G:min|Eb:maj|C:min|D:min|G:min|C:maj|F:maj|F:maj|Bb:maj|Eb:min/5|Bb:maj|Bb:maj|Bb:maj|Eb:min/5|Bb:maj|Eb:min/5|Bb:maj|G:min|C:maj|F:maj|Bb:maj|G:min|Eb:maj|C:min|D:min|G:min|C:maj|F:maj|F:maj|Bb:maj|Eb:min/5|Bb:maj|Bb:maj|Bb:maj|Eb:min/5|Bb:maj|Eb:min/5|Bb:maj|G:min|C:maj|F:maj|Bb:maj|G:min|Eb:maj|C:min|D:min|G:min|C:maj|F:maj|F:maj|Bb:maj|Eb:min/5|Bb:maj|Bb:maj|Bb:maj|Eb:min/5|Bb:maj|Eb:min/5|Bb:maj|G:min|C:maj|F:maj|Bb:maj|G:min|Eb:maj|C:min|D:min|G:min|C:maj|F:maj|F:maj|Bb:maj|Eb:min/5|Bb:maj|Bb:maj|Bb:maj|N
1089,Who Will You Run To,Heart,1987-12-12,N|N|N|A:maj|A:maj|A:maj|A:maj|G:maj|G:maj|G:maj|A:maj|A:maj|D:maj|D:maj|A:maj|A:maj|D:maj|D:maj|G:maj|D:maj|E:maj|F#:min|D:maj|D:maj|G:maj|D:maj|E:maj|D:maj|E:maj|D:maj|A:maj|E:maj/3|D:maj|G:maj|A:maj|E:maj/3|D:maj|G:maj|G:maj|A:maj|A:maj|A:maj|A:maj|G:maj|G:maj|G:maj|A:maj|A:maj|D:maj|D:maj|A:maj|A:maj|D:maj|D:maj|G:maj|D:maj|E:maj|F#:min|D:maj|D:maj|G:maj|D:maj|E:maj|D:maj|E:maj|D:maj|A:maj|E:maj/3|D:maj|G:maj|A:maj|E:maj/3|D:maj|G:maj|G:maj|A:maj|A:maj|A:maj|A:maj|G:maj|G:maj|A:maj|A:maj|A:maj|A:maj|G:maj|G:maj|E:maj|D:maj|E:maj|D:maj|D:maj|A:maj|E:maj/3|D:maj|G:maj|A:maj|E:maj/3|G:maj|G:maj|G:maj|A:maj|A:maj|A:maj|A:maj|E:maj/3|G:maj|G:maj|A:maj|E:maj/3|G:maj|G:maj|G:maj|A:maj|E:maj/3|G:maj|G:maj|A:maj|E:maj/3|G:maj|G:maj|A:maj|E:maj/3|G:maj|G:maj|A:maj|E:maj/3|G:maj|G:maj|A:maj|E:maj/3|G:maj|G:maj|A:maj|E:maj/3|G:maj|G:maj|G:maj|N
1094,There's No Other (Like My Baby),The Crystals,1961-11-20,N|D:maj|G:maj|A:maj|D:maj|G:maj|A:maj|D:maj|B:min|G:maj|A:maj|D:maj|G:maj|D:maj|A:maj|D:maj|B:min|G:maj|A:maj|D:maj|G:maj|D:maj|A:maj|D:maj|B:min|G:maj|A:maj|D:maj|B:min|G:maj|A:maj|D:maj|B:min|G:maj|A:maj|D:maj|G:maj|D:maj|A:maj|D:maj|B:min|G:maj|A:maj|D:maj|B:min|G:maj|A:maj|D:maj|B:min|G:maj|A:maj|D:maj|G:maj|D:maj|A:maj|D:maj|B:min|G:maj|A:maj|D:maj|B:min|G:maj|A:maj|D:maj|G:maj|D:maj|D:maj|N
1096,Look-Ka Py Py,The Meters,1970-01-31,N|N|N|N|G:7|G:7|G:7|G:7|G:7|G:7|G:7|G:7|F:7|F:7|F:7|F:7|G:7|G:7|G:7|G:7|G:7|G:7|N|N|G:7|G:7|G:7|G:7|G:7|G:7|G:7|G:7|F:7|F:7|F:7|F:7|F:7|G:7|G:7|G:7|G:7|G:7|G:7|N|N|N|N|N|N|N|N|F:7|F:7|F:7|F:7|F:7|G:7|G:7|G:7|G:7|G:7|G:7|N|N|N|N|N|N|G:7|G:7|G:7|G:7|G:7|G:7|G:7|G:7|G:7|G:7|G:7|G:7|G:7|N
1101,(I was) Born To Cry,Dion,1962-04-28,N|A:min|D:min|A:min|E:7|A:min|A:min|D:min|D:min|A:min|A:min|N|N|A:min|A:min|D:min|D:min|A:min|A:min|N|N|A:min|D:min|A:min|D:min|A:min|D:min|E:7|E:7|A:min|A:min|D:min|D:min|A:min|A:min|N|N|A:min|A:min|D:min|D:min|A:min|A:min|N|N|A:min|D:min|A:min|D:min|A:min|D:min|E:7|E:7|E:7|A:min|A:min|D:min|D:min|A:min|A:min|N|N|N|A:min|A:min|D:min|D:min|A:min|A:min|N|N|N|A:min|A:min|N|N|N
