id,title,artist,chart_date,chords
555,Surrender,Cheap Trick,1978-08-12,N|N|X|X|I|I|X|X|I|I|bII|bVI|#IV|bII|bII|bVI|#IV|bII|#IV|bVI|bII|bII|#IV|bVI|bII|bII|bII|bvii7|bVI|#IV|bII|bvii7|bVI|#IV|#IV|#IV|#IV|X|X|bII|bII|X|X|bII|bII|bII|bVI|#IV|bII|bII|bVI|#IV|bII|#IV|bVI|bII|bII|#IV|bVI|bII|bII|bII|bvii7|bVI|#IV|bII|bvii7|bVI|#IV|#IV|#IV|#IV|X|X|bII|bII|X|X|bII|bII|I|V|IV|I|I|V|IV|I|IV|V|I|I|IV|V|I|I|I|vi7|V|IV|I|vi7|V|IV|IV|IV|IV|I|IV|I|V|I|IV|I|V|I|vi7|V|IV|I|vi7|V|IV|I|vi7|V|IV|I|vi7|V|IV|I|vi7|V|IV|I|vi7|V|IV|I|vi7|V|IV|IV|N
559,Baby I'm Burnin',Dolly Parton,1979-01-27,N|I|I|I|I|I|I|I|I|I|I|I|IV|I|IV|IV|I|I|IV|I|IV|IV|I|I|IV|I|IV|IV|I|I|IV|I|IV|IV|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|V|I|I|I|I|I|I|IV|I|IV|IV|I|I|IV|I|IV|IV|I|V|I|V|I|IV|I|V|I|IV|I|V|I|IV|I|V|I|I7|I7|I7|I7|bII|bVI|bII|#IV|bII|bVI|bII|#IV|bII|bVI|bII|#IV|bII|bVI|bII|bVI|bII|bVI|bII|#IV|bII|bVI|bII|#IV|bII|bVI|bII|#IV|bII|bVI|bII|bVI|bII|bVI|bII|#IV|bII|bVI|bII|#IV|bII|bVI|bII|#IV|bII|bVI|bII|bVI|bII|bVI|bII|#IV|bII|bVI|bII|#IV|bII|bVI|bII|#IV|bII|bVI|bII|bII|N
560,Cecilia,Simon & Garfunkel,1970-05-30,N|N|N|N|N|N|N|N|V|IV|I|IV|I|IV|I|V|I|IV|I|IV|I|V|IV|I|IV|I|IV|I|V|I|I|I|I|V|I|I|I|I|V|I|I|IV|I|IV|I|V|IV|I|IV|I|IV|I|V|I|N|N|N|V|V|I|IV|I|IV|I|V|IV|I|IV|I|IV|I|V|V|I|IV|I|IV|I|V|IV|I|IV|I|IV|I|V|IV|I|IV|I|IV|I|V|IV|I|IV|I|IV|I|V|IV|I|IV|I|IV|I|V|IV|I|IV|I|IV|I|V|IV|I|IV|I|IV|I|V|V|N
561,Boulevard,Jackson Browne,1980-08-16,N|IV|I|IV|I|I|V|IV|V|IV|I|IV|I|IV|I|I|V|IV|V|V|IV|I|IV|I|IV|I|I|V|IV|V|IV|I|IV|I|IV|I|I|V|IV|V|IV|I|V|V|vi|vi|V|V|vi|vi|IV|IV|IV|IV|I|IV|I|I|V|IV|V|IV|I|IV|I|IV|I|I|V|IV|V|V|IV|I|IV|I|IV|I|I|V|IV|V|IV|I|IV|I|IV|I|I|V|IV|V|IV|I|V|V|vi|vi|V|V|vi|vi|IV|IV|IV|V|IV|V|IV|V|IV|V|V|IV|I|IV|I|I|V|IV|V|IV|I|IV|I|IV|I|I|V|IV|V|V|IV|I|IV|I|IV|I|I|V|IV|V|IV|I|IV|I|IV|I|I|V|IV|V|IV|I|V|V|vi|vi|V|V|vi|vi|IV|IV|IV|V|IV|V|IV|V|IV|V|V|IV|I|IV|I|I|V|IV|V|IV|I|IV|I|IV|I|I|V|IV|V|V|IV|I|IV|I|IV|I|I|V|IV|V|IV|I|IV|I|IV|I|I|V|IV|V|V|IV|I|IV|I|IV|I|I|V|IV|V|IV|I|IV|I|IV|I|I|I|I|I|I|N
565,Judy,Elvis Presley,1967-09-09,N|V7|V7|I|I|I|I|I|I|V7|V7|I|I7|IV|IV|II7|II7|V7|V7|I|I|I|I|I|V7|V7|V7|V7|V7|V7|I|I|I|I|I|I|IV|IV|V7|V7|V7|V7|I|I|I|I|I|I|I|V|V|V7|V7|V7|I|I|I|I|I|I|I|IV|IV|V7|V7|V7|V7|I|I|V7|V7|V7|V7|I|I|V7|V7|V7|V7|V7|N
567,The Look,Roxette,1989-03-04,N|I|I|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|bIII|bVII|I|bIII|bVII|I|bVI|bVII|bVII|I|I|X|X|X|X|X|X|X|X|X|X|bIII|bVII|I|bIII|bVII|I|bVI|bVII|bVII|I|I|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|bIII|bVII|I|bIII|bVII|I|bVI|bVII|X|bIII|bVII|X|bIII|bVII|X|bVI|bVII|N|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|N|N|N
568,Dance Away,Roxy Music,1979-05-19,N|N|N|N|N|V|V|iii|II|I|I|VI|VI|IV|V|IV|V|I|I|VI|VI|IV|V|IV|V|IV|V|II|vii|V|VI|II|vii|V|VI|V|V|I|I|VI|VI|IV|V|IV|V|I|I|VI|VI|IV|V|IV|V|IV|V|II|vii|V|VI|II|vii|V|VI|VI|II|bVII|II|bVII|bIII|X|X|X|N|N|N|N|I|I|VI|VI|IV|V|IV|V|I|I|VI|VI|IV|V|IV|V|IV|V|II|vii|V|VI|II|vii|V|VI|II|vii|V|VI|II|vii|V|VI|II|vii|V|VI|II|vii|V|V|N
570,Six Days On The Road,Dave Dudley,1963-06-15,N|N|N|I|I|I|I|I|I|V7|I|I|I|I|V7|V7|IV|V7|I|IV|I|V7|I|I|I|V7|I|I|I|I|V7|V7|IV|V7|I|IV|I|V7|I|I|I|V7|I|I|I|I|V7|V7|IV|V7|I|IV|I|V7|I|I|I|I|V7|I|I|I|I|V7|I|I|I|I|V7|V7|IV|V7|I|IV|I|V7|I|I|I|V7|I|I|I|I|V7|V7|IV|V7|I|IV|I|V7|I|I|I|V7|I|I|I|V7|I|I|I|I|I|I|I|I|I|I|N
571,Quarter To Three,Gary U.S. Bonds,1961-05-29,N|N|N|N|N|N|N|N|N|N|I|I|vi|vi|IV|IV|V|V|V|I|I|vi|vi|IV|IV|V|V|I|I|vi|vi|IV|IV|V|V|IV|IV|I|I|IV|IV|V7|V7|I|I|vi|vi|IV|IV|V|I|I|I|I|vi|vi|IV|IV|V|V|I|I|vi|vi|IV|IV|V|V|V|IV|IV|I|I|IV|IV|V7|V7|I|I|vi|vi|IV|IV|V|I|I|I|I|vi|vi|IV|IV|V|V|I|I|vi|vi|IV|IV|V|V|V|N
572,"Tarzan Boy (From ""Teenage Mutant Ninja Turtles III"")",Baltimora,1986-01-18,N|N|I|V|vi|IV|V|I|I|V|vi|IV|V|I|I|V|vi|IV|V|I|I|V|vi|IV|V|I|vi|IV|V|vi|IV|V|vi|IV|V|X|vi|V|I|vi|IV|V|vi|IV|V|vi|IV|V|X|vi|V|I|I|V|vi|IV|V|I|I|V|vi|IV|V|I|I|V|vi|IV|V|I|I|V|vi|IV|V|I|IV|V|IV|V|IV|V|vi|vi|I|V|vi|IV|V|I|I|V|vi|IV|V|I|vi|IV|V|vi|IV|V|vi|IV|V|X|vi|V|I|vi|IV|V|vi|IV|V|vi|IV|V|X|vi|V|I|IV|V|IV|V|IV|V|vi|vi|I|V|vi|IV|V|I|I|V|vi|IV|V|I|I|V|vi|IV|V|I|I|V|vi|IV|V|I|I|N
573,"Oh Me, Oh My (Dreams In My Arms)",Al Green,1975-07-19,N|I|IV|ii|III7|III7|I|IV|iii|iii|IV|ii|III7|III7|I|IV|iii|iii|IV|ii|III7|III7|I|VI7|IV|bVII7|VII7|VII7|biii|bVI7|V7|V7|V7|I|ii|iii|IV|iii|X|ii|V7|V7|I|VI7|IV|bVII7|VII7|VII7|biii7|bVI7|V7|V7|I|VI7|IV|bVII7|VII7|VII7|I|VI7|IV|bVII7|VII7|V7|I|VI7|IV|bVII7|VII7|V7|V7|N
577,Let's Work Together,Canned Heat,1970-10-10,N|N|N|V7|IV7|I|I|I|I|I|I|IV7|IV7|I|I|V7|IV7|I|I|I|I|I|I|IV7|IV7|I|I|V7|IV7|I|I|I|I|I|I|IV7|IV7|I|I|V7|IV7|I|I|I|I|I|I|I|IV7|IV7|I|I|V7|IV7|I|I|I|I|I|I|I|IV7|IV7|I|I|V7|IV7|I|I|I|I|I|I|I|IV7|IV7|I|I|I|V7|IV7|I|I|I|V7|IV7|I|I|V7|IV7|I|I|N|N|N
578,Giving You The Best That I Got,Anita Baker,1989-01-21,N|IV|I|bIII|ii7|i7|bVII|vi7|bIImaj7|i7|bvii7|bVImaj7|IV|IV|V|I|V|I|iii7|iii7|IVmaj7|IVmaj7|bIIImaj7|ii7|IV|V|I|V|I|iii7|iii7|IVmaj7|IVmaj7|bIIImaj7|ii7|IV|IVmaj7|I|bIIImaj7|ii7|IV|IVmaj7|I|bIIImaj7|ii7|I|IVmaj7|I|bIIImaj7|ii7|IV|V|I|V|I|iii7|iii7|IVmaj7|IVmaj7|bIIImaj7|ii7|IV|IVmaj7|I|bIIImaj7|ii7|IV|IVmaj7|I|bIIImaj7|ii7|I|IVmaj7|I|bIIImaj7|ii7|IV|IV|IV|IV|IV|X|ii7|iii7|IVmaj7|IV|V|I|V|I|iii7|iii7|IVmaj7|IVmaj7|bIIImaj7|ii7|IV|IVmaj7|I|bIIImaj7|ii7|IV|IVmaj7|I|bIIImaj7|ii7|I|IVmaj7|I|bIIImaj7|ii7|IV|IV|IVmaj7|I|bIIImaj7|ii7|IV|IVmaj7|I|bIIImaj7|ii7|IV|IVmaj7|I|bIIImaj7|ii7|IV|IVmaj7|I|bIIImaj7|ii7|IV|IVmaj7|I|bIIImaj7|ii7|IV|IVmaj7|I|bIIImaj7|ii7|IV|IVmaj7|I|bIIImaj7|ii7|IV|IV|N
579,Heart Full Of Soul,The Yardbirds,1965-07-31,N|i|i|i|i|i|i|IV|VI|III|i|IV|VI|III|i|IV|VI|III|i|IV|VI|III|I|III|IV|I|VI|III|I|V|IV|III|i|VII|VII|i|i|i|i|i|i|IV|VI|III|i|IV|VI|III|III|I|III|IV|I|VI|III|I|V|IV|III|i|VII|VII|i|i|i|i|i|i|IV|VI|III|i|IV|VI|III|i|IV|VI|III|i|IV|VI|III|I|III|IV|I|VI|III|I|V|IV|III|i|VII|VII|i|i|i|i|i|i|i|i|i|N|N|N
580,I Found A Love,The Falcons,1962-05-26,N|N|N|I|IV|I|V|vi|I|I|I|IV|I|IV|I|V|vi|I|I|I|IV|I|IV|I|V|vi|I|I|I|I|IV|I|V|vi|I|I|I|IV|I|IV|I|V|vi|I|I|I|IV|I|IV|I|V|I|V|vi|I|I|N
582,I Don't Blame You At All,The Miracles,1971-04-03,N|I|IV|I|bVII|I|I|I|bVII|I|I|I|v|IV|I|v|IV|bVII|IV|IVmaj7|X|I|I|I|I|I|IV|I|I|bVII|I|I|I|bVII|I|I|I|v|IV|I|v|IV|bVII|IV|IV|X|I|I|I|I|I|IV|I|I|bVII|I|I|I|bVII|I|I|I|bVII|I|I|I|bVII|I|I|I|I|v|IV|I|v|IV|I|v|IV|I|bVII|bVII|IV|IV|IV|X|I|I|I|I|I|IV|I|I|I|bVII|I|I|I|bVII|I|I|I|bVII|I|I|I|bVII|I|I|I|bVII|I|I|I|N
583,Amor,Ben E. King,1961-08-07,N|I|I|I|I|I|I|I|I|I|I|V|V|ii|ii|ii|V|V|V|I|I|VII7|iii|VII7|VII7|iii|V|X|vi7|II7|II7|V7|I|I|I|I|I|I|V|V|ii|ii|ii|V|V|V|I|I|VII7|VII7|iii|VII7|VII7|iii|V|X|vi7|II7|II7|V7|V7|I|I|I|I|I|I|V|V|ii|ii|ii7|V|V|V|V|I7|I7|I7|I7|I7|I7|I7|I7|I7|I7|I7|I7|N
585,Too Weak To Fight,Clarence Carter,1968-12-07,N|I|V|IV|V|I|IV|I|IV|I|IV|vi|IV|I|IV|I|IV|I|V7|vi|V|IV|V7|vi|V|I|IV|I|IV|I|IV|vi|IV|I|IV|I|IV|I|V7|vi|V|IV|V7|vi|V|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|IV|N
587,Unchained Melody,The Righteous Brothers,1965-08-14,N|I|vi|IV|V|I|vi|V|V|I|vi|IV|V|I|vi|V|V|I|V|vi|iii|IV|V|I|I7|IV|V|IV|bIII|IV|V|I|IV|V|IV|bIII|IV|V|I|I|vi|IV|V|I|vi|V|V|I|vi|IV|V|I|vi|V|V|I|V|vi|iii|IV|V|V|I|vi|IV|iv|I|I|N|N|N
588,We Are The Champions,Queen,1978-01-14,N|N|N|v|X|v|X|v|X|v|X|bVII|X|bVII|X|bVII|IV|v|I7|IV|X|IV7|IV7|V7|I|iii7|VI|X|X|I|iii7|IV|VI7|ii|iv|III7|III7|I|bVIImaj7|bIII|IV|v7|v7|i|ii7|i|ii7|i|X|X|v|X|v|X|v|X|v|X|bVII|X|bVII|X|bVII|IV|v|I7|IV|X|IV7|IV7|V7|I|iii7|vi|X|X|I|iii7|IV|VI7|ii|iv|III7|III7|I|bVIImaj7|bIII|IV|v7|I|iii7|vi|X|X|I|iii7|IV|VI7|ii|iv|III7|III7|I|bVIImaj7|bIII|IV|v7|v7|N|N|N
589,Southern Cross,"Crosby, Stills & Nash",1982-10-09,N|I|bVIImaj7|IV|I|bVIImaj7|IV|I|I|bVII|IV|I|bVII|IV|I|I|bVII|IV|I|bVII|IV|I|I|bVII|IV|I|bVII|IV|I|I|bVII|IV|I|bVII|IV|ii|I|I|IV|I|IV|V|IV|I|IV|V|IV|I|IV|V|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|V|I|bVII|IV|I|bVII|IV|I|I|bVII|IV|I|bVII|IV|I|I|bVII|IV|I|bVII|IV|I|I|bVII|IV|I|bVII|IV|I|I|bVII|IV|I|bVII|IV|ii|I|I|IV|I|IV|V|IV|I|IV|V|IV|I|IV|V|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|bVII|IV|I|bVII|IV|I|I|I|bVII|IV|I|bVII|IV|I|I|bVII|IV|I|bVII|IV|I|I|I|bVII|IV|I|bVII|IV|I|I|bVII|IV|I|bVII|IV|I|I|I|bVII|IV|I|bVII|IV|N|N|N|N|N
590,Talk To Me,Chico DeBarge,1987-02-07,N|N|N|II|II|II|II|X|X|X|X|X|X|X|X|I7|I7|I7|I7|I7|I7|I7|I7|I7|I7|X|X|I7|I7|X|X|I7|I7|I7|I7|I7|I7|I7|I7|I7|I7|X|X|I7|I7|X|X|X|X|X|X|X|X|X|X|bVII|ii|bIII|X|bVII|ii|bIII|II|X|X|X|X|X|X|X|X|I7|I7|I7|I7|I7|I7|X|X|I7|I7|X|X|I7|I7|X|X|I7|I7|X|X|I7|I7|X|X|I7|I7|X|X|I7|I7|X|X|I7|I7|X|X|I7|I7|X|X|X|N
591,The Long Run,Eagles,1980-03-15,N|N|I|I|IV|IV|I|I|IV|IV|I|I|IV|IV|I|I|IV|IV|vi7|vi7|IV|IV|I|I|IV|IV|I|I|IV|IV|vi7|vi7|IV|IV|I|IV|I|V|I|I|IV|IV|I|I|IV|IV|vi7|vi7|IV|IV|I|I|IV|IV|I|I|IV|IV|vi7|vi7|IV|IV|I|IV|I|V|I|IV|I|V|V|I|I|IV|IV|I|I|IV|IV|I|I|IV|IV|I|I|IV|IV|I|I|IV|IV|I|I|IV|IV|IV|N
592,All She Wants Is,Duran Duran,1989-03-04,N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|N|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|N|N|N|N|N|N|N|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|i7|i7|i7|i7|i7|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|N|N|N
594,Situation,Yaz,1982-10-16,N|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|II|V|V|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|II|V|V|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|II|V|X|X|X|X|X|X|II|V|V|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|II|V|X|X|X|X|X|X|II|V|V|X|X|X|X|X|X|X|X|N|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|II|V|V|X|X|X|X|X|X|II|V|V|X|X|X|X|X|X|X|X|N|N|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|II|V|V|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|II|V|X|X|X|X|X|X|II|V|V|X|X|X|X|X|X|X|X|X|X|N
598,Wish Someone Would Care,Irma Thomas,1964-04-25,N|vi|I|vi|I|I|vi|IV|V7|I|vi|IV|V7|I|vi|I|vi|V|I|vi|I|vi|I|vi|I|vi|IV|V|I|vi|I|vi|vi|N
599,Hey Stoopid,Alice Cooper,1991-07-27,N|N|N|N|N|N|N|N|N|N|N|X|X|X|X|X|vi|vi|IV|IV|I|I|V|V|V|i|i|VI|VI|III|III|VII|VII|i|i|VI|VI|III|III|VII|VII|i|iv|VI|VII|i|iv|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|iv|v|i|VII|i|i|VI|VI|III|III|VII|VII|i|i|VI|VI|III|III|VII|VII|i|iv|VI|VII|i|iv|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|iv|v|i|i|i|IV|V|vi|I|IV|V|iii|iii|iii|IV|IV|V|V|IV|IV|V|V|iii|iii|III|III|N|N|N|N|i|X|X|X|iv|v|v|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|iv|v|v|i|VI|VII|i|VI|VII|i|VI|VII|i|VI|VII|iv|v|N|N|N
601,I Can Help,Billy Swan,1974-09-28,N|X|X|I|I|I|I|V|V|I|I|I|I|I|I|I|IV|IV|I|I|V|bVII|IV|V|I|I|I|I|I|I|IV|IV|I|I|V|bVII|IV|V|I|I|IV|V|I|I7|IV|II7|V7|X|I|I|I|I|IV|IV|I|I|V|bVII|IV|V|I|I|I|I|I|I|I|V|V|I|I|I|IV|V|I|I7|IV|II7|V7|X|I|I|I|I|IV|IV|I|I|V|bVII|IV|V|I|I|I|I|I|I|I|V|V|I|I|IV|II|V|I|I|N|N|N
605,The Thrill Is Gone,B.B. King,1970-03-28,N|N|i|i|i|i|iv|iv|i|i|VImaj7|X|V7|i|i|i|i|i|i|iv|iv|i|i|VImaj7|X|V7|i|i|i|i|i|i|iv|iv|i|i|VImaj7|V7|i|i|i|i|i|i|iv|iv|i|i|VImaj7|X|V7|i|i|i|i|i|i|iv|iv|i|i|VImaj7|V7|i|i|i|i|i|i|iv|iv|i|i|VImaj7|V7|i|i|i|i|i|i|iv|iv|i|i|VImaj7|X|V7|i|i|i|i|i|i|iv|iv|iv|N
606,I Love,Tom T. Hall,1973-12-29,N|I|I|I|I|IV|I|IV|I|V7|I|I|IV|I|IV|I|V7|I|I|IV|V7|I|I|I|IV|I|IV|I|V7|I|I|IV|I|IV|I|V7|I|I|IV|V7|I|bVI7|bII|#IV|bII|#IV|bII|bVI7|bII|bII|#IV|bII|#IV|bII|bVI7|bII|bII|#IV|bVI7|bII|bII|bII|N|N|N
607,Everlasting Love,Carl Carlton,1974-12-21,N|X|X|I|ii|X|I|I|ii|X|I|I|ii|X|I|I|ii|X|I|I|ii|X|vi|vi|II|V|V|iii7|vi7|I|II|V|V|iii7|vi7|I|II|V|V|iii7|vi7|I|II|V|ii|bIII|V|I|ii|X|I|I|ii|X|vi|vi|II|V|V|iii7|vi7|I|II|V|V|iii7|vi7|I|II|V|V|iii7|vi7|I|II|V|ii7|bIII|V|V|V|iii7|vi7|I|II|V|V|iii7|vi7|I|II|V|V|iii7|vi7|I|II|V|V|iii7|vi7|I|II|II|N
608,Harden My Heart,Quarterflash,1982-03-06,N|N|N|i7|VI|VII|VI|VII|i7|VI|VII|VI|VII|VII|i|i|VII|VII|i|i|VII|VII|VI|VII|i7|VII|VI|VI|i7|VII|VI|VII|VII|i|i|VII|VII|VI|VII|i7|VII|VI|VI|i|i|VII|VII|i|i|VII|VII|VI|VII|i7|VII|VI|VI|i7|VII|VI|VII|VII|i|i|VII|VII|VI|VII|i7|VII|VI|VI|VI|i7|VI|VII|VI|VII|i7|VI|VII|VI|VII|VII|i|i|VII|VII|i|i|VII|VII|VII|VI|VII|i7|VII|VI|VI|i7|VII|VI|VII|VII|i|i|VII|VII|VI|VII|i7|VII|VI|VI|i|i|VII|VII|i|i|VII|VII|i|i|VII|VII|i|i|VII|VII|i|i|VII|VII|VII|i|i|VII|VII|VII|N
610,Rocket Ride,Kiss,1978-04-08,N|X|X|X|X|X|X|X|X|i|i|i|i|i|i|i|i|i|X|X|X|X|X|X|X|X|X|X|X|i|i|i|i|i|X|X|X|X|X|X|X|X|X|X|X|i|i|i|i|VII|i|X|X|X|II|V|II|V|II|I|V|V|I|V|II|V|II|V|II|I|V|V|I|V|V|i|i|i|i|i|i|i|i|i|X|X|X|X|X|X|X|X|X|X|X|i|i|i|i|i|X|X|X|X|X|X|X|X|X|X|X|i|i|i|i|VII|i|X|X|X|II|V|II|V|II|I|V|V|I|V|II|V|II|V|II|I|V|V|I|V|V|X|X|X|X|X|X|X|X|II|III|#III|IV|#IV|V|VI|#VI|II|III|#III|IV|#IV|V|VI|#VI|II|V|II|V|II|V|II|X|X|IV|VII|IV|VII|IV|VII|X|X|X|X|#VI|II|#VI|II|#VI|II|#VI|X|X|I|IV|I|IV|I|IV|I|IV|IV|II|V|II|V|II|I|V|V|I|V|II|V|II|V|II|I|V|V|I|V|II|V|II|V|II|I|V|V|I|V|II|V|II|V|II|I|V|V|I|V|V|i|i|i|i|i|i|i|X|X|N|N|N|N|N|IV7|N|X|X|N|N|N
614,I Want To Take You Higher,Sly & The Family Stone,1969-06-28,N|v|v|v|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|v|v|v|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|v|v|v|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|i|v|v|v|i|i|i|i|i|i|i|i|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|i7|N
615,Hot Child In The City,Nick Gilder,1978-09-23,N|N|N|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|V|I|IV|V|I|IV|V|I|IV|V|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|IV|I|IV|V|I|IV|I|IV|V|I|IV|IV|V|ii|IV|I|V|ii|IV|X|X|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|I|N
616,Mrs. Robinson,Simon & Garfunkel,1968-06-01,N|X|X|X|X|X|X|X|X|X|X|X|X|X|X|II7|II7|II7|II7|V|I|IV|IV|ii|ii|VI7|VI7|V7|V7|I|vi|I|vi|IV|IV|V|V|I|vi|I|vi|IV|IV|ii|ii|ii|X|X|X|X|X|X|X|X|X|X|II7|II7|II7|II7|V|I|IV|IV|ii|ii|VI7|VI7|V7|V7|I|vi|I|vi|IV|IV|V|V|I|vi|I|vi|IV|IV|ii|ii|ii|X|X|X|X|X|X|X|X|X|X|II7|II7|II7|II7|V|I|IV|IV|ii|ii|VI7|VI7|V7|V7|I|vi|I|vi|IV|IV|V|V|I|vi|I|vi|IV|IV|ii|ii|ii|X|X|X|X|X|X|X|X|X|X|II7|II7|II7|II7|V|I|IV|IV|ii|ii|VI7|VI7|V7|V7|I|vi|I|vi|IV|IV|V|V|I|vi|I|vi|IV|IV|ii|ii|ii|X|X|X|X|X|X|X|X|X|X|X|X|III7|III7|X|X|X|X|X|X|X|X|X|X|X|X|X|X|X|N
617,(Marie's the Name) His Latest Flame,Elvis Presley,1961-09-04,N|I|vi|I|vi|I|vi|vi|I|vi|I|vi|I|vi|I|vi|vi|IV|V|I|vi|I|vi|vi|I|vi|I|vi|I|vi|I|vi|vi|IV|V|I|vi|I|vi|vi|V|IV|V|IV|V|IV|V|IV|V|IV|V|IV|V|IV|IV|I|vi|I|vi|vi|I|vi|I|vi|I|vi|I|vi|vi|IV|V|I|vi|I|vi|vi|V|IV|V|IV|V|IV|V|IV|V|IV|V|IV|V|IV|IV|I|vi|I|vi|vi|I|vi|I|vi|I|vi|I|vi|vi|IV|V|I|vi|IV|V|I|vi|IV|V|I|vi|IV|V|V|N
618,Everybody Loves Somebody,Dean Martin,1964-07-04,N|V7|V7|V7|N|IV|VI7|VI7|ii|bVII|V7|I|iii|biii|ii|ii|bII|I|ii|bII|I|X|IV|VI7|VI7|ii|bVII|V7|I|iii|biii|ii|ii|bII|I|I7|I7|IV|X|IV|III7|vi|vi|vi7|II|ii|iii|V7|V7|I|X|IV|VI7|VI7|ii|bVII|V|I|iii|biii|ii|ii|bII|I|I|I|IV|X|IV|III7|vi|vi|vi7|II|ii|iii|V7|V7|I|X|IV|VI7|VI7|ii|bVII|V|I|iii|biii|ii|V7|I|X|I|I|N|N|N
619,If I Could Build My Whole World Around You,"Marvin Gaye,Tammi Terrell",1967-12-23,N|N|N|I|IV|IV|I|I|IV|IV|I|I|I|IV|IV|I|I|IV|IV|I|I|IV|IV|I|I|IV|IV|I|iii|vi|iii|vi|ii|iii|X|I|IV|IV|I|V|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|iii|vi|iii|vi|ii|iii|X|I|IV|IV|I|V|I|IV|I|IV|I|IV|IV|I|ii|iii|iii7|VI|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|I|IV|iii|vi|iii|vi|ii|iii|V7|ii|iii|V7|I|IV|IV|I|ii|iii|V7|ii|iii|V7|I|IV|IV|I|ii|iii|V7|ii|iii|V7|I|IV|IV|I|I|N
620,"Twistin  The Night Away (From ""Innerspace"")",Rod Stewart,1987-07-25,N|N|N|I|I|I|I|I|I|I|I|I|vi|vi|vi|IV|IV|V|V|I|I|vi|vi|IV|IV|V|I|I|I|vi|vi|IV|IV|V|V|I|I|vi|vi|IV|IV|V|I|I|I|I|vi|vi|IV|IV|V|V|I|I|vi|vi|IV|IV|V|V|I|I|vi|vi|IV|IV|V|V|I|I|vi|vi|IV|IV|V|V|I|I|I|I|IV|IV|V|I|I|I|I|I|IV|IV|V|I|I|I|vi|V|V|V|N|N|I|I|vi|vi|IV|IV|V|V|I|I|vi|vi|IV|IV|V|V|I|I|N
